DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
172105620,2017-01-31,2017-01-31,1700,21,Topanga,2161,310,BURGLARY,1607 0344,64.0,M,A,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,5500    BLANCO                       AV,,"(34.17, -118.6526)"
150308364,2015-03-13,2015-03-13,900,3,Southwest,392,310,BURGLARY,1822 0344,29.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,4600    10TH                         AV,,"(34.0019, -118.3281)"
160711837,2016-06-28,2016-06-23,100,7,Wilshire,706,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,29.0,M,H,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341.0,,,,700 N  HIGHLAND                     AV,,"(34.0835, -118.3386)"
170112495,2017-04-25,2017-03-13,1030,1,Central,156,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,60.0,M,W,102.0,SIDEWALK,308.0,STICK,IC,Invest Cont,230.0,,,,5TH                          ST,SAN JULIAN,"(34.0446, -118.245)"
111115124,2011-07-25,2011-07-24,2245,11,Northeast,1149,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,33.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,100 S  AVENUE 52,,"(34.1063, -118.1995)"
121217031,2012-07-07,2012-07-03,2330,12,77th Street,1249,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,25.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,6800 S  FIGUEROA                     ST,,"(33.9783, -118.2827)"
171420054,2017-08-31,2017-08-29,2100,14,Pacific,1494,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,31.0,M,O,212.0,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,440.0,,,,700    WORLD                        WY,,"(33.9432, -118.4013)"
130506666,2013-03-03,2013-03-02,2335,5,Harbor,563,440,THEFT PLAIN - PETTY ($950 & UNDER),0216 1300 0344,,M,O,102.0,SIDEWALK,,,IC,Invest Cont,440.0,,,,1700 S  GAFFEY                       ST,,"(33.7288, -118.2924)"
140620266,2014-10-07,2014-10-06,1810,6,Hollywood,621,330,BURGLARY FROM VEHICLE,0344 1307 1609,32.0,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,MULHOLLAND                   DR,LAUREL CANYON,"(34.1234, -118.3757)"
110508357,2011-03-27,2011-03-27,215,5,Harbor,569,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0432 2000,31.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,22ND                         ST,SIGNAL                       ST,"(33.727, -118.2748)"
100300633,2010-02-07,2010-02-06,1530,3,Southwest,376,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0913 1241 2000,17.0,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,1300 W  38TH                         ST,,"(34.0173, -118.3002)"
140920523,2014-12-18,2014-12-18,930,9,Van Nuys,933,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),,52.0,M,O,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,6100    VAN NUYS                     BL,,"(34.181, -118.4487)"
122021675,2012-12-18,2012-12-17,2000,20,Olympic,2056,330,BURGLARY FROM VEHICLE,1307 0352 0377 1609 0344 1221 0358 1302 1236,58.0,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,BERENDO                      ST,OLYMPIC                      BL,"(34.0527, -118.2937)"
120204247,2012-01-05,2012-01-05,1030,2,Rampart,237,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",1202 0329 0358 1815 1238,48.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,740.0,,,,1500    MIRAMAR                      ST,,"(34.0602, -118.2628)"
120609466,2012-03-12,2011-01-01,1,6,Hollywood,676,354,THEFT OF IDENTITY,0377,53.0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,5900    GREGORY                      AV,,"(34.0862, -118.3244)"
171106470,2017-02-23,2017-02-22,2230,11,Northeast,1183,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0408 0401 1218,56.0,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236.0,,,,GLENDALE                     BL,ALVARADO                     ST,"(34.0835, -118.26)"
151009265,2015-05-09,2015-05-08,2000,10,West Valley,1037,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 0385,34.0,M,O,101.0,STREET,,,IC,Invest Cont,331.0,,,,17200    WELBY                        WY,,"(34.193, -118.508)"
121017013,2012-10-02,2012-10-02,1440,10,West Valley,1098,310,BURGLARY,1402 1609 1414 1401,29.0,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,310.0,998.0,,,16000    JEANNE                       LN,,"(34.1317, -118.4813)"
110717740,2011-11-15,2011-11-15,2130,7,Wilshire,735,210,ROBBERY,0344,50.0,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,600 S  DETROIT                      ST,,"(34.0649, -118.3451)"
140111962,2014-05-05,2014-05-05,910,1,Central,142,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0319 0337,42.0,M,W,602.0,BANK,511.0,VERBAL THREAT,AA,Adult Arrest,930.0,,,,600 W  5TH                          ST,,"(34.0502, -118.254)"
131518741,2013-09-29,2013-09-29,1135,15,N Hollywood,1535,210,ROBBERY,0390 0326 1300 1420 0377 0344 0346 1027,37.0,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,5700    LANKERSHIM                   BL,,"(34.174, -118.3801)"
111920315,2011-09-30,2011-09-28,1355,19,Mission,1959,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 0344,10.0,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740.0,,,,10200    BARTEE                       AV,,"(34.2559, -118.4378)"
170411120,2017-06-08,2017-06-08,1500,4,Hollenbeck,439,510,VEHICLE - STOLEN,,16.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1900 N  MARIANNA                     AV,,"(34.0638, -118.1785)"
160619373,2016-09-04,2016-09-04,830,6,Hollywood,622,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,25.0,F,A,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,MULHOLLAND                   DR,PYRAMID,"(34.1196, -118.3527)"
150125871,2015-11-20,2015-11-20,110,1,Central,138,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0417 0408,41.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,200 E  3RD                          ST,,"(34.0485, -118.2447)"
150108763,2015-03-15,2015-03-15,225,1,Central,162,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 0400 0419 1813 1814,23.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,8TH                          ST,FLOWER                       ST,"(34.0473, -118.2601)"
130406939,2013-03-16,2013-03-16,405,4,Hollenbeck,406,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,39.0,F,H,101.0,STREET,,,IC,Invest Cont,740.0,,,,5900    LOMITAS                      DR,,"(34.1036, -118.1815)"
170405993,2017-02-15,2017-02-15,900,4,Hollenbeck,449,624,BATTERY - SIMPLE ASSAULT,0602 0416 0400 0360,33.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,3000    WABASH                       AV,,"(34.0527, -118.1969)"
110205990,2011-02-08,2011-02-08,1440,2,Rampart,281,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0311 0329 0906 1402,16.0,M,H,103.0,ALLEY,,,AA,Adult Arrest,740.0,998.0,,,1100 S  ALVARADO                     ST,,"(34.0503, -118.2808)"
131506123,2013-02-09,2013-02-09,1745,15,N Hollywood,1543,886,DISTURBING THE PEACE,0603,51.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,886.0,,,,5300    HERMITAGE                    AV,,"(34.1667, -118.4003)"
161906579,2016-02-17,2016-02-16,2100,19,Mission,1963,310,BURGLARY,0344 1606,45.0,F,H,707.0,GARAGE/CARPORT,,,AA,Adult Arrest,310.0,,,,14500    PLUMMER                      ST,,"(34.2454, -118.4505)"
120906815,2012-02-21,2012-01-25,1800,9,Van Nuys,911,121,"RAPE, FORCIBLE",1501 1814 0510 0516 0509 0537 0531 0527,37.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121.0,,,,FIRMAMENT,SHERMAN                      WY,"(34.2012, -118.4723)"
111815319,2011-07-19,2011-07-18,1500,18,Southeast,1842,510,VEHICLE - STOLEN,,10.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,400 W  111TH                        PL,,"(33.9339, -118.2811)"
101816793,2010-08-08,2010-08-07,2050,18,Southeast,1801,210,ROBBERY,0337 0416 0906 1402,19.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,210.0,998.0,,,8900    ORCHARD                      AV,,"(33.9565, -118.2881)"
102109424,2010-04-09,2010-04-09,1430,21,Topanga,2118,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1501,25.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440.0,901.0,,,20200    CANTARA                      ST,,"(34.2192, -118.5739)"
111900917,2011-05-17,2011-05-16,1800,19,Mission,1982,956,"LETTERS, LEWD",1402,,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,956.0,998.0,,,COLUMBUS,PARTHENIA                    ST,"(34.2283, -118.4655)"
110614452,2011-05-28,2011-05-27,1500,6,Hollywood,645,330,BURGLARY FROM VEHICLE,0329 0344 1607,49.0,F,H,101.0,STREET,,,AA,Adult Arrest,330.0,,,,1700 N  ORANGE                       DR,,"(34.1016, -118.3417)"
121806452,2012-02-19,2012-02-16,1400,18,Southeast,1804,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416,22.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,600    CALIBURN                     DR,,"(33.9565, -118.2646)"
150210142,2015-04-24,2015-04-24,2240,2,Rampart,231,210,ROBBERY,0344 0432 0302 1300 0417 1606,36.0,F,H,108.0,PARKING LOT,102.0,HAND GUN,AA,Adult Arrest,210.0,,,,200 N  RENO                         ST,,"(34.0729, -118.2803)"
160514797,2016-08-15,2016-08-15,2023,5,Harbor,517,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1309 1310,24.0,F,H,108.0,PARKING LOT,307.0,VEHICLE,IC,Invest Cont,230.0,,,,200 E  PACIFIC COAST                HY,,"(33.7913, -118.2616)"
101511226,2010-04-28,2010-04-19,1915,15,N Hollywood,1569,624,BATTERY - SIMPLE ASSAULT,0416,46.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,4400 E  CAHUENGA                     BL,,"(34.1504, -118.3615)"
120122666,2012-10-31,2012-08-08,900,1,Central,166,946,OTHER MISCELLANEOUS CRIME,,27.0,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,946.0,,,,600 S  SAN PEDRO                    ST,,"(34.0423, -118.2452)"
161607412,2016-03-27,2016-03-27,1710,16,Foothill,1645,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,15.0,M,W,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,740.0,,,,12700    PIERCE                       ST,,"(34.2698, -118.4098)"
150206858,2015-02-22,2015-02-21,1820,2,Rampart,218,623,BATTERY POLICE (SIMPLE),1212 0416,14.0,M,H,116.0,OTHER/OUTSIDE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623.0,,,,BELMONT                      AV,CLINTON                      ST,"(34.0726, -118.2578)"
140711742,2014-07-22,2014-07-20,1320,7,Wilshire,721,354,THEFT OF IDENTITY,0930 1822 1501,36.0,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,300 S  DOHENY                       DR,,"(34.0736, -118.3897)"
111313076,2011-05-26,2011-05-26,2325,13,Newton,1371,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 1243 2000,27.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,200 W  54TH                         ST,,"(33.9933, -118.2761)"
130306094,2013-02-04,2013-02-04,1000,3,Southwest,395,440,THEFT PLAIN - PETTY ($950 & UNDER),1247 0325 0913,35.0,F,B,402.0,MARKET,,,AA,Adult Arrest,440.0,,,,4000 S  WESTERN                      AV,,"(34.0109, -118.3089)"
141612533,2014-08-18,2014-08-18,1240,16,Foothill,1681,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 1202 0344 1606,67.0,M,H,104.0,DRIVEWAY,,,IC,Invest Cont,420.0,,,,8600    MOREHART                     AV,,"(34.2261, -118.3991)"
141517255,2014-09-15,2014-09-15,200,15,N Hollywood,1591,310,BURGLARY,1402 0344 1601,,X,X,239.0,MEDICAL MARIJUANA FACILITIES/BUSINESSES,,,AA,Adult Arrest,310.0,998.0,,,12400    VENTURA                      BL,,"(34.1429, -118.403)"
131907308,2013-02-25,2013-02-25,1555,19,Mission,1917,761,BRANDISH WEAPON,0334 0906 0319 0312 0443,41.0,M,H,101.0,STREET,101.0,REVOLVER,AA,Adult Arrest,761.0,,,,13100    DRONFIELD                    AV,,"(34.3089, -118.4386)"
160405264,2016-01-30,2016-01-30,200,4,Hollenbeck,479,510,VEHICLE - STOLEN,,15.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,3500    ATLANTIC                     ST,,"(34.0236, -118.2005)"
100619618,2010-08-02,2010-08-02,1600,6,Hollywood,659,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000,25.0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,5100    FOUNTAIN                     AV,,"(34.0952, -118.3005)"
102006651,2010-02-08,2010-02-05,1000,20,Olympic,2027,310,BURGLARY,0321 0344 1202,80.0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,600 S  NORMANDIE                    AV,,"(34.0636, -118.3004)"
121714752,2012-07-23,2012-07-23,1400,17,Devonshire,1751,354,THEFT OF IDENTITY,1822,51.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,21800    VINTAGE                      ST,,"(34.2522, -118.6039)"
101715842,2010-08-08,2010-08-07,2100,17,Devonshire,1791,210,ROBBERY,0305 0337 0344 0355 0369 0411,27.0,M,H,101.0,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210.0,,,,ROSCOE                       BL,WINNETKA,"(34.2202, -118.571)"
160129806,2016-12-20,2016-12-20,600,1,Central,142,510,VEHICLE - STOLEN,,15.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,5TH,HILL,"(34.0488, -118.2518)"
162115417,2016-08-31,2016-08-31,1715,21,Topanga,2189,310,BURGLARY,1607 1402 0906,56.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,310.0,998.0,,,20600    VENTURA                      BL,,"(34.1679, -118.5804)"
161405062,2016-01-16,2016-01-16,745,14,Pacific,1412,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,22.0,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,300    OCEAN FRONT                  WK,,"(33.9933, -118.4765)"
161708815,2016-04-13,2016-04-13,1200,17,Devonshire,1755,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1501,18.0,M,O,101.0,STREET,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,LASSEN                       ST,LINDLEY,"(34.25, -118.5273)"
111916765,2011-07-31,2011-07-29,2220,19,Mission,1952,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,27.0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,9900    SEPULVEDA                    BL,,"(34.25, -118.4675)"
122108735,2012-04-09,2012-04-09,1620,21,Topanga,2187,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",0930 1822,44.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,653.0,,,,5000    TOPANGA CANYON               BL,,"(34.1594, -118.6058)"
100514629,2010-07-23,2010-07-22,2000,5,Harbor,555,510,VEHICLE - STOLEN,,,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,200 N  BANDINI                      ST,,"(33.7447, -118.2989)"
131509204,2013-04-10,2013-04-09,2010,15,N Hollywood,1543,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,45.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745.0,,,,5200    VANTAGE                      AV,,"(34.1649, -118.3982)"
171807443,2017-03-04,2017-03-04,1400,18,Southeast,1822,210,ROBBERY,0342 0346 0344 0334 0906 0371,35.0,M,B,248.0,CELL PHONE STORE,102.0,HAND GUN,IC,Invest Cont,210.0,,,,100 W  CENTURY                      BL,,"(33.9456, -118.2739)"
110904940,2011-01-20,2011-01-20,130,9,Van Nuys,911,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,29.0,F,B,302.0,FACTORY,,,IC,Invest Cont,440.0,,,,SEPULVEDA                    BL,SHERMAN                      WY,"(34.2012, -118.4662)"
151608493,2015-05-01,2015-05-01,1330,16,Foothill,1677,624,BATTERY - SIMPLE ASSAULT,0358 0603 0448 0329 0416 0446 0332 0444,26.0,M,O,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,745.0,,,10000    MILANO                       WY,,"(34.2153, -118.3484)"
160713350,2016-08-03,2016-08-03,1750,7,Wilshire,724,350,"THEFT, PERSON",0344,33.0,F,A,203.0,OTHER BUSINESS,,,IC,Invest Cont,350.0,,,,100    THE GROVE                    DR,,"(34.0761, -118.3563)"
131207346,2013-02-23,2013-02-23,1430,12,77th Street,1233,649,DOCUMENT FORGERY / STOLEN FELONY,1822 0344 0325 0352,12.0,M,W,101.0,STREET,,,AO,Adult Other,649.0,,,,1600 W  SLAUSON                      AV,,"(33.9892, -118.3045)"
160606123,2016-02-05,2016-02-01,400,6,Hollywood,646,510,VEHICLE - STOLEN,,15.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,SANTA MONICA,MC CADDEN,"(34.0987, -118.3337)"
170611243,2017-04-30,2017-04-29,2300,6,Hollywood,663,210,ROBBERY,0400 0344,33.0,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,SANTA MONICA,LAS PALMAS,"(34.0907, -118.3363)"
101204606,2010-01-09,2010-01-08,1555,12,77th Street,1268,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0319 0334 0400 0432 0913 1402,21.0,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230.0,,,,100 E  84TH                         ST,,"(33.9628, -118.2739)"
140711016,2014-07-04,2014-07-03,1800,7,Wilshire,702,510,VEHICLE - STOLEN,,13.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,600 N  GENESEE                      AV,,"(34.0818, -118.3584)"
111226529,2011-11-12,2011-11-11,1900,12,77th Street,1218,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0400 0906 1206,20.0,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230.0,,,,600 W  56TH                         ST,,"(33.9915, -118.2842)"
151009556,2015-05-14,2015-05-14,915,10,West Valley,1049,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,35.0,F,H,101.0,STREET,,,IC,Invest Cont,440.0,,,,6100    WOODLEY                      AV,,"(34.1814, -118.4836)"
140513835,2014-08-22,2014-08-22,1757,5,Harbor,521,946,OTHER MISCELLANEOUS CRIME,,,M,O,726.0,POLICE FACILITY,,,IC,Invest Cont,946.0,,,,2100    JOHN S GIBSON                BL,,"(33.7577, -118.2884)"
120616894,2012-06-25,2012-06-24,300,6,Hollywood,666,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300 1212 0400 0444,,M,O,726.0,POLICE FACILITY,,,IC,Invest Cont,745.0,,,,1300 N  WILCOX                       AV,,"(34.0944, -118.331)"
110912547,2011-06-06,2011-06-06,935,9,Van Nuys,932,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411,30.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",218.0,OTHER CUTTING INSTRUMENT,AO,Adult Other,230.0,,,,14700    SYLVAN                       ST,,"(34.1847, -118.4531)"
130618361,2013-07-25,2013-07-24,2330,6,Hollywood,645,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,44.0,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,1700    EL CERRITO                   PL,,"(34.1016, -118.3447)"
150311785,2015-05-05,2015-05-04,815,3,Southwest,393,624,BATTERY - SIMPLE ASSAULT,0562 0419 0602 0416,31.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,624.0,,,,2800 W  42ND                         ST,,"(34.0072, -118.3239)"
120222103,2012-11-29,2012-11-29,930,2,Rampart,235,761,BRANDISH WEAPON,1817 0334 1402,65.0,F,B,108.0,PARKING LOT,308.0,STICK,AA,Adult Arrest,761.0,998.0,,,2100    BEVERLY                      BL,,"(34.0667, -118.2703)"
150913198,2015-07-06,2015-07-03,1500,9,Van Nuys,919,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,14.0,,,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,13400    VANOWEN                      ST,,"(34.194, -118.4247)"
121901165,2012-06-07,2012-06-06,2225,19,Mission,1974,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1821,22.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,626.0,,,,9000    TOBIAS                       AV,,"(34.2336, -118.4517)"
140913129,2014-07-11,2014-07-07,1500,9,Van Nuys,901,354,THEFT OF IDENTITY,0100,50.0,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,15400    COVELLO                      ST,,"(34.2076, -118.4687)"
100416841,2010-10-23,2010-10-23,1100,4,Hollenbeck,461,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,30.0,F,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,100 S  ANDERSON                     ST,,"(34.0477, -118.2267)"
150101280,2015-08-13,2015-08-13,2130,1,Central,159,624,BATTERY - SIMPLE ASSAULT,0416,49.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1200 E  6TH                          ST,,"(34.0382, -118.2384)"
101015202,2010-08-17,2010-07-15,800,10,West Valley,1001,354,THEFT OF IDENTITY,0930 1822,48.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,19400    STAGG                        ST,,"(34.2113, -118.5555)"
120913714,2012-06-29,2012-05-30,1200,9,Van Nuys,994,888,TRESPASSING,1501,27.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888.0,,,,13900    VALLEY VISTA                 BL,,"(34.1444, -118.4367)"
130417203,2013-12-13,2013-12-13,1825,4,Hollenbeck,459,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 0430 0309 1402 1407,20.0,M,H,402.0,MARKET,102.0,HAND GUN,IC,Invest Cont,230.0,998.0,,,3200    WINTER                       ST,,"(34.0456, -118.1938)"
141809345,2014-04-19,2014-04-19,1220,18,Southeast,1839,440,THEFT PLAIN - PETTY ($950 & UNDER),0431 0344,,F,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,10600    WEIGAND                      AV,,"(33.9397, -118.2296)"
121221330,2012-09-08,2012-09-07,1700,12,77th Street,1218,350,"THEFT, PERSON",0305 0336 0344 0352 1822,25.0,F,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350.0,,,,5700 S  VERMONT                      AV,,"(33.9905, -118.2915)"
150809369,2015-05-11,2015-05-10,2150,8,West LA,823,624,BATTERY - SIMPLE ASSAULT,0416,48.0,M,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,15400    VIA DE LAS OLAS,,"(34.036, -118.5299)"
152112440,2015-07-04,2015-07-04,1720,21,Topanga,2158,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0431,25.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",512.0,MACE/PEPPER SPRAY,AO,Adult Other,230.0,,,,6300    VARIEL                       AV,,"(34.1847, -118.5928)"
